OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,SalesTeamID,CustomerNames,CityName,Region ,State,StateCode,ProductName,OrderQuantity,DiscountApplied,UnitPrice,UnitCost
SO - 0006441,Wholesale,WARE-UHY1004,3/10/2020,6/21/2020,7/9/2020,7/12/2020,USD,Shawn Torres,ETUDE Ltd,Paterson,Northeast,New Jersey,NJ,Home Fragrances,6,"0,075","2666,6","2239,944"
SO - 0006442,In-Store,WARE-UHY1004,3/10/2020,6/21/2020,7/4/2020,7/10/2020,USD,Joshua Little,Weimei Corp,Kansas City,South,Missouri,MO,Bar Tools,2,"0,05","1078,7","862,96"
SO - 0006443,Wholesale,WARE-UHY1004,3/10/2020,6/21/2020,7/4/2020,7/10/2020,USD,Carlos Miller,"PEDIFIX, Corp",Brooklyn,West,New York,NY,Cookware,5,"0,15","254,6","175,674"
SO - 0006444,Online,WARE-XYS1001,3/10/2020,6/21/2020,7/2/2020,7/7/2020,USD,Anthony Berry,Wuxi Group,Downey,West,California,CA,Home Fragrances,1,"0,075","241,2","149,544"
SO - 0006445,In-Store,WARE-UHY1004,3/10/2020,6/21/2020,6/27/2020,7/6/2020,USD,Stephen Payne,Burt's Corp,Paterson,South,New Jersey,NJ,Floor Lamps,2,"0,075","1025,1","635,562"
SO - 0006446,In-Store,WARE-PUJ1005,3/10/2020,6/21/2020,6/23/2020,6/27/2020,USD,Chris Armstrong,"Apotheca, Ltd",Dayton,Northeast,Ohio,OH,Furniture Cushions,3,"0,4","2331,6","1025,904"
SO - 0006447,Online,WARE-XYS1001,3/10/2020,6/21/2020,7/16/2020,7/26/2020,USD,Shawn Wallace,New Ltd,Montgomery,South,Alabama,AL,Wardrobes,1,"0,4",2680,"2117,2"
SO - 0006448,In-Store,WARE-XYS1001,3/10/2020,6/21/2020,7/17/2020,7/23/2020,USD,Joshua Bennett,Select ,Huntington Beach,Northeast,California,CA,Sculptures,1,"0,1","6190,8","3900,204"
SO - 0006449,Distributor,WARE-MKL1006,3/10/2020,6/22/2020,7/20/2020,7/30/2020,USD,Douglas Tucker,Nipro ,Green Bay,Midwest,Wisconsin,WI,Pillows,2,"0,05","1159,1","776,597"
SO - 0006450,Online,WARE-UHY1004,3/10/2020,6/22/2020,6/27/2020,7/6/2020,USD,Shawn Wallace,Select ,Brookhaven,South,New York,NY,Rugs,6,"0,075","2572,8","1569,408"
SO - 0006451,In-Store,WARE-UHY1004,3/10/2020,6/22/2020,7/19/2020,7/22/2020,USD,Stephen Payne,Medsep Group,Spring Valley,South,Nevada,NV,Table Lamps,5,"0,05","6076,9","4618,444"
SO - 0006452,Distributor,WARE-PUJ1005,3/10/2020,6/22/2020,7/20/2020,7/23/2020,USD,Joe Price,U.S. Ltd,Toledo,Northeast,Ohio,OH,Mirrors,7,"0,1","6338,2","4817,032"
SO - 0006453,Distributor,WARE-XYS1001,3/10/2020,6/22/2020,6/30/2020,7/8/2020,USD,Patrick Graham,Pure Group,Huntington Beach,South,California,CA,Audio,5,"0,075","5755,3","4776,899"
SO - 0006454,In-Store,WARE-NMK1003,3/10/2020,6/22/2020,7/14/2020,7/16/2020,USD,Carl Nguyen,Qualitest ,Hialeah,Midwest,Florida,FL,Bean Bags,5,"0,05","1105,5","519,585"
SO - 0006455,In-Store,WARE-XYS1001,3/10/2020,6/22/2020,7/14/2020,7/23/2020,USD,Jonathan Hawkins,ETUDE Ltd,Oceanside,West,California,CA,Pendants,4,"0,1","837,5","644,875"
SO - 0006456,In-Store,WARE-PUJ1005,3/10/2020,6/23/2020,7/19/2020,7/24/2020,USD,Keith Griffin,Ohio ,Ramapo,Northeast,New York,NY,Home Fragrances,7,"0,075","3611,3","2383,458"
SO - 0006457,Distributor,WARE-NMK1003,3/10/2020,6/23/2020,7/3/2020,7/8/2020,USD,Douglas Tucker,Ole Group,North,Midwest,Indiana,IN,Baseball,5,"0,1","3959,7","1663,074"
SO - 0006458,Online,WARE-NMK1003,3/10/2020,6/23/2020,7/17/2020,7/24/2020,USD,Anthony Berry,OHTA'S Corp,Evansville,West,Indiana,IN,Sculptures,7,"0,2","1889,4","1265,898"
SO - 0006459,In-Store,WARE-PUJ1005,3/10/2020,6/23/2020,6/27/2020,7/6/2020,USD,Stephen Payne,Mylan Corp,Columbia,South,South Carolina,SC,Bedroom Furniture,4,"0,3","2003,3","1242,046"
SO - 0006460,In-Store,WARE-NMK1003,3/10/2020,6/23/2020,6/25/2020,7/3/2020,USD,Joshua Bennett,"Exact-Rx, Corp",Rockford (Township),Northeast,Illinois,IL,Floor Lamps,2,"0,1","1058,6","889,224"
SO - 0006461,Wholesale,WARE-NMK1003,3/10/2020,6/23/2020,7/10/2020,7/15/2020,USD,Patrick Graham,Avon Corp,West Palm Beach,South,Florida,FL,Mirrors,3,"0,05","1118,9","447,56"
SO - 0006462,Wholesale,WARE-MKL1006,3/10/2020,6/23/2020,7/13/2020,7/17/2020,USD,Carlos Miller,Pure Group,Arlington,West,Virginia,VA,Table Linens,1,"0,05","1829,1","1225,497"
SO - 0006463,In-Store,WARE-NMK1003,3/10/2020,6/23/2020,7/13/2020,7/17/2020,USD,Jerry Green,Uriel Group,Lafayette,West,Louisiana,LA,Mirrors,1,"0,1","1118,9","492,316"
SO - 0006464,Online,WARE-NBV1002,3/10/2020,6/23/2020,7/12/2020,7/15/2020,USD,Anthony Torres,Avon Corp,Santa Clarita,West,California,CA,Bedroom Furniture,6,"0,05","1768,8","1149,72"
SO - 0006465,Online,WARE-UHY1004,3/10/2020,6/24/2020,7/21/2020,7/27/2020,USD,Roger Alexander,Qualitest ,Springfield,Midwest,Massachusetts,MA,Cocktail Glasses,6,"0,05","3999,9","2159,946"
SO - 0006466,Wholesale,WARE-NMK1003,3/10/2020,6/24/2020,6/27/2020,7/6/2020,USD,Donald Reynolds,"Elorac, Corp",Elgin,South,Illinois,IL,Platters,5,"0,075",3953,"2885,69"
SO - 0006467,Wholesale,WARE-NBV1002,3/10/2020,6/24/2020,6/26/2020,6/28/2020,USD,Carlos Miller,Pacific Ltd,Santa Clarita,West,California,CA,Vanities,4,"0,05","261,3","198,588"
SO - 0006468,In-Store,WARE-NBV1002,3/10/2020,6/24/2020,6/27/2020,7/2/2020,USD,Joshua Ryan,Medline ,Temecula,Midwest,California,CA,Bean Bags,8,"0,1","3845,8","2269,022"
SO - 0006469,In-Store,WARE-PUJ1005,3/10/2020,6/24/2020,7/18/2020,7/24/2020,USD,Joshua Bennett,Eminence Corp,Columbia,Northeast,South Carolina,SC,Outdoor Furniture,6,"0,15","2237,8","939,876"
SO - 0006470,Online,WARE-XYS1001,3/10/2020,6/25/2020,7/12/2020,7/18/2020,USD,Paul Holmes,Wuxi Group,Concord,Midwest,California,CA,Vases,4,"0,15","1051,9","820,482"
SO - 0006471,Online,WARE-NMK1003,3/10/2020,6/25/2020,7/1/2020,7/8/2020,USD,Shawn Wallace,ETUDE Ltd,Lisle (Township),South,Illinois,IL,Computers,7,"0,1","1159,1","915,689"
SO - 0006472,Online,WARE-NMK1003,3/10/2020,6/25/2020,7/15/2020,7/23/2020,USD,Paul Holmes,ETUDE Ltd,Pompano Beach,Midwest,Florida,FL,Platters,3,"0,15","2907,8","1570,212"
SO - 0006473,Online,WARE-XYS1001,3/10/2020,6/25/2020,7/16/2020,7/26/2020,USD,Todd Roberts,Linde ,Palmdale,West,California,CA,Table Linens,6,"0,1","964,8","482,4"
SO - 0006474,Distributor,WARE-XYS1001,3/10/2020,6/25/2020,7/14/2020,7/23/2020,USD,Samuel Fowler,Dharma Ltd,Phoenix,Midwest,Arizona,AZ,Furniture Cushions,3,"0,05","6217,6","4974,08"
SO - 0006475,In-Store,WARE-PUJ1005,3/10/2020,6/25/2020,7/18/2020,7/23/2020,USD,Shawn Cook,Nipro ,Allentown,Midwest,Pennsylvania,PA,Wine Storage,1,"0,4","1259,6","617,204"
SO - 0006476,Wholesale,WARE-PUJ1005,3/10/2020,6/25/2020,7/17/2020,7/20/2020,USD,Patrick Graham,Ole Group,Norman,South,Oklahoma,OK,Festive,6,"0,075","2834,1","1303,686"
SO - 0006477,In-Store,WARE-UHY1004,3/10/2020,6/25/2020,6/27/2020,7/1/2020,USD,Adam Hernandez,New Ltd,Albuquerque,Northeast,New Mexico,NM,Baseball,6,"0,15","2572,8","1595,136"
SO - 0006478,Distributor,WARE-NMK1003,3/10/2020,6/26/2020,7/1/2020,7/11/2020,USD,Patrick Graham,Niconovum Corp,Capital,South,Illinois,IL,Vases,4,"0,4","1092,1","458,682"
SO - 0006479,Online,WARE-XYS1001,3/10/2020,6/26/2020,7/12/2020,7/21/2020,USD,Paul Holmes,"Fenwal, Corp",Berkeley,Midwest,California,CA,Candleholders,8,"0,075",268,"112,56"
SO - 0006480,In-Store,WARE-MKL1006,3/10/2020,6/26/2020,7/1/2020,7/3/2020,USD,George Lewis,O.E. Ltd,Renton,West,Washington,WA,Bathroom Furniture,1,"0,15",2278,"1571,82"
SO - 0006481,Online,WARE-NMK1003,3/10/2020,6/26/2020,7/11/2020,7/12/2020,USD,Anthony Berry,Apollo Ltd,Aurora,West,Illinois,IL,Wall Frames,8,"0,05","904,5","750,735"
SO - 0006482,Online,WARE-NMK1003,3/10/2020,6/26/2020,7/9/2020,7/13/2020,USD,Shawn Wallace,Select ,Des Moines,South,Iowa,IA,Dining Furniture,1,"0,05","3892,7","1634,934"
SO - 0006483,Online,WARE-PUJ1005,3/10/2020,6/26/2020,7/8/2020,7/10/2020,USD,Roger Alexander,Prasco Group,Dayton,Midwest,Ohio,OH,Outdoor Decor,2,"0,05","2519,2","1158,832"
SO - 0006484,Online,WARE-XYS1001,3/10/2020,6/26/2020,7/9/2020,7/16/2020,USD,Paul Holmes,Avon Corp,Elk Grove,Midwest,California,CA,Sculptures,8,"0,05","1721,9","947,045"
SO - 0006485,In-Store,WARE-UHY1004,3/10/2020,6/26/2020,7/15/2020,7/20/2020,USD,Stephen Payne,Ascend Ltd,Rochester,South,Minnesota,MN,Blankets,2,"0,075",3886,"2176,16"
SO - 0006486,In-Store,WARE-UHY1004,3/10/2020,6/26/2020,7/5/2020,7/11/2020,USD,Keith Griffin,WakeFern ,St. Paul,Northeast,Minnesota,MN,Wall Frames,3,"0,05","6137,2","4480,156"
SO - 0006487,Online,WARE-XYS1001,3/10/2020,6/27/2020,7/1/2020,7/9/2020,USD,Anthony Berry,Pure Group,Murrieta,West,California,CA,Serveware,2,"0,4","247,9","188,404"
SO - 0006488,Wholesale,WARE-NMK1003,3/10/2020,6/27/2020,7/11/2020,7/16/2020,USD,Donald Reynolds,WakeFern ,Coral Springs,South,Florida,FL,Candles,7,"0,2","2304,8","1682,504"
SO - 0006489,Distributor,WARE-XYS1001,3/10/2020,6/27/2020,7/23/2020,7/24/2020,USD,Anthony Torres,Medline ,Fresno,West,California,CA,Floral,7,"0,075",5293,"3228,73"
SO - 0006490,In-Store,WARE-PUJ1005,3/10/2020,6/27/2020,7/22/2020,7/31/2020,USD,Joshua Little,New Ltd,Ramapo,South,New York,NY,Photo Frames,5,"0,05","2365,1","1821,127"
SO - 0006491,In-Store,WARE-XYS1001,3/10/2020,6/27/2020,6/29/2020,7/4/2020,USD,Chris Armstrong,"Apotheca, Ltd",Concord,Northeast,California,CA,Collectibles,7,"0,05","897,8","574,592"
SO - 0006492,Wholesale,WARE-PUJ1005,3/10/2020,6/27/2020,7/22/2020,7/25/2020,USD,Donald Reynolds,Llorens Ltd,Pittsburgh,South,Pennsylvania,PA,Outdoor Furniture,5,"0,05",201,"150,75"
SO - 0006493,Distributor,WARE-XYS1001,3/10/2020,6/27/2020,7/10/2020,7/13/2020,USD,Joe Price,Dharma Ltd,Inglewood,Northeast,California,CA,Cocktail Glasses,1,"0,4","1031,8","753,214"
SO - 0006494,In-Store,WARE-NMK1003,3/10/2020,6/27/2020,7/20/2020,7/27/2020,USD,George Lewis,Apollo Ltd,Washington,West,Indiana,IN,Baseball,4,"0,05","1762,1","757,703"
SO - 0006495,Online,WARE-NMK1003,3/10/2020,6/27/2020,7/20/2020,7/23/2020,USD,Roger Alexander,Prasco Group,Rockford,Midwest,Illinois,IL,Rugs,6,"0,1","1051,9","831,001"
SO - 0006496,Distributor,WARE-UHY1004,3/10/2020,6/27/2020,7/23/2020,7/24/2020,USD,Joe Price,Select ,Lowell,Northeast,Massachusetts,MA,Stemware,6,"0,05","194,3","130,181"
SO - 0006497,In-Store,WARE-XYS1001,3/10/2020,6/28/2020,7/7/2020,7/17/2020,USD,Jonathan Hawkins,OUR Ltd,Murrieta,West,California,CA,Basketball,1,"0,075","1842,5","810,7"
SO - 0006498,In-Store,WARE-PUJ1005,3/10/2020,6/28/2020,7/1/2020,7/11/2020,USD,Joshua Ryan,21st Ltd,Portland,Midwest,Oregon,OR,Floor Lamps,1,"0,1","1065,3","745,71"
SO - 0006499,In-Store,WARE-MKL1006,3/10/2020,6/28/2020,7/4/2020,7/9/2020,USD,Jonathan Hawkins,Winthrop ,McKinney,West,Texas,TX,Cocktail Glasses,2,"0,3","3450,5","1725,25"
SO - 0006500,Distributor,WARE-PUJ1005,3/10/2020,6/28/2020,7/10/2020,7/14/2020,USD,Samuel Fowler,Bare ,Salem,Midwest,Oregon,OR,Platters,5,"0,3","3591,2","2082,896"
SO - 0006501,Online,WARE-XYS1001,3/10/2020,6/28/2020,7/20/2020,7/29/2020,USD,Anthony Berry,Ohio ,Oceanside,West,California,CA,Sculptures,2,"0,15","3912,8","1995,528"
SO - 0006502,Online,WARE-MKL1006,3/10/2020,6/28/2020,6/30/2020,7/2/2020,USD,Nicholas Cunningham,Qualitest ,Plano,South,Texas,TX,TV and video,7,"0,075","1025,1","697,068"
SO - 0006503,Online,WARE-NMK1003,3/10/2020,6/28/2020,7/1/2020,7/9/2020,USD,Carl Nguyen,Pure Group,Hialeah,Midwest,Florida,FL,Table Lamps,3,"0,05","716,9","379,957"
SO - 0006504,In-Store,WARE-NMK1003,3/10/2020,6/28/2020,7/25/2020,8/4/2020,USD,George Lewis,Weimei Corp,Tallahassee,West,Florida,FL,Phones,3,"0,075","2807,3","2049,329"
SO - 0006505,Distributor,WARE-XYS1001,3/10/2020,6/29/2020,7/14/2020,7/24/2020,USD,Samuel Fowler,"Apotheca, Ltd",Downey,Midwest,California,CA,Floral,2,"0,075","3859,2","3241,728"
SO - 0006506,Wholesale,WARE-NMK1003,3/10/2020,6/29/2020,7/19/2020,7/21/2020,USD,Carlos Miller,Medline ,Boise City,West,Idaho,ID,Table Linens,3,"0,05","6157,3","4433,256"
SO - 0006507,In-Store,WARE-NMK1003,3/10/2020,6/29/2020,7/19/2020,7/25/2020,USD,Adam Hernandez,Procter Corp,Colorado Springs,Northeast,Colorado,CO,Wardrobes,1,"0,15","1038,5","643,87"
SO - 0006508,Distributor,WARE-UHY1004,3/10/2020,6/29/2020,7/23/2020,7/26/2020,USD,Joe Price,"Fenwal, Corp",Billings,Northeast,Montana,MT,Bar Tools,1,"0,05","984,9","768,222"
SO - 0006509,Online,WARE-NMK1003,3/10/2020,6/29/2020,7/22/2020,7/23/2020,USD,Anthony Berry,Apollo Ltd,Indianapolis,West,Indiana,IN,Computers,8,"0,4","783,9","572,247"
SO - 0006510,Distributor,WARE-PUJ1005,3/10/2020,6/30/2020,7/21/2020,7/30/2020,USD,Joe Price,Pure Group,Brownsville,Northeast,Texas,TX,Candles,4,"0,075","234,5","157,115"
SO - 0006511,In-Store,WARE-XYS1001,3/10/2020,6/30/2020,7/6/2020,7/9/2020,USD,Chris Armstrong,Nipro ,Chandler,Northeast,Arizona,AZ,Table Lamps,3,"0,1","2465,6","1873,856"
SO - 0006512,In-Store,WARE-NMK1003,3/10/2020,6/30/2020,7/11/2020,7/20/2020,USD,George Lewis,Capweld ,Lakeland,West,Florida,FL,Floor Lamps,1,"0,2",1005,603
SO - 0006513,Online,WARE-UHY1004,3/10/2020,6/30/2020,7/10/2020,7/13/2020,USD,Anthony Torres,Linde ,Kansas City,West,Missouri,MO,Wreaths,3,"0,075",1072,"718,24"
SO - 0006514,Online,WARE-XYS1001,3/10/2020,6/30/2020,7/10/2020,7/15/2020,USD,Shawn Wallace,O.E. Ltd,Huntsville,South,Alabama,AL,Basketball,6,"0,1","1078,7","431,48"
SO - 0006515,In-Store,WARE-NMK1003,3/10/2020,6/30/2020,7/13/2020,7/16/2020,USD,Stephen Payne,Medline ,Tampa,South,Florida,FL,Furniture Cushions,2,"0,15","1078,7","744,303"
SO - 0006516,Online,WARE-XYS1001,3/10/2020,6/30/2020,7/6/2020,7/9/2020,USD,Shawn Wallace,"PEDIFIX, Corp",Bakersfield,South,California,CA,Floor Lamps,6,"0,075","1956,4","1447,736"
SO - 0006517,Online,WARE-NMK1003,3/10/2020,6/30/2020,7/10/2020,7/11/2020,USD,Todd Roberts,Qualitest ,Augusta,West,Georgia,GA,Cocktail Glasses,1,"0,05","227,8","134,402"
SO - 0006518,In-Store,WARE-NBV1002,3/10/2020,6/30/2020,7/25/2020,7/30/2020,USD,Jerry Green,Pure Group,Temecula,West,California,CA,Bathroom Furniture,8,"0,15","891,1","570,304"
SO - 0006519,Distributor,WARE-NMK1003,3/10/2020,7/1/2020,7/7/2020,7/10/2020,USD,Roy Rice,Llorens Ltd,Lehigh Acres,Midwest,Florida,FL,Collectibles,5,"0,05","1031,8","546,854"
SO - 0006520,Distributor,WARE-NMK1003,3/10/2020,7/1/2020,7/24/2020,7/31/2020,USD,Samuel Fowler,Ei ,Washington,Midwest,Indiana,IN,Wine Storage,2,"0,075","3088,7","1945,881"
SO - 0006521,Wholesale,WARE-XYS1001,3/10/2020,7/1/2020,7/20/2020,7/24/2020,USD,Donald Reynolds,Nipro ,Daly City,South,California,CA,Photo Frames,2,"0,05",1072,536
SO - 0006522,Online,WARE-XYS1001,3/10/2020,7/1/2020,7/11/2020,7/20/2020,USD,Roger Alexander,"Exact-Rx, Corp",East Los Angeles,Midwest,California,CA,Vanities,2,"0,075","3892,7","1868,496"
SO - 0006523,In-Store,WARE-NMK1003,3/10/2020,7/1/2020,7/16/2020,7/23/2020,USD,Jonathan Hawkins,Ole Group,Greeley,West,Colorado,CO,Vanities,7,"0,15","2512,5","1381,875"
SO - 0006524,In-Store,WARE-NMK1003,3/10/2020,7/1/2020,7/14/2020,7/19/2020,USD,Shawn Cook,Ei ,Louisville,Midwest,Kentucky,KY,Floor Lamps,7,"0,05",1072,"696,8"
SO - 0006525,In-Store,WARE-PUJ1005,3/10/2020,7/2/2020,7/29/2020,8/4/2020,USD,Chris Armstrong,Pure Group,Killeen,Northeast,Texas,TX,Ornaments,6,"0,075","187,6","142,576"
SO - 0006526,In-Store,WARE-NMK1003,3/10/2020,7/2/2020,7/14/2020,7/21/2020,USD,Joshua Little,Trigen ,Denver,South,Colorado,CO,Bakeware,8,"0,05","1782,2","1283,184"
SO - 0006527,Online,WARE-XYS1001,3/10/2020,7/2/2020,7/7/2020,7/10/2020,USD,Frank Brown,Bare ,Murrieta,Northeast,California,CA,Bedroom Furniture,3,"0,075","924,6","545,514"
SO - 0006528,In-Store,WARE-MKL1006,3/10/2020,7/2/2020,7/18/2020,7/28/2020,USD,Chris Armstrong,"Elorac, Corp",The Woodlands,Northeast,Texas,TX,Dining Furniture,8,"0,075","3986,5","2511,495"
SO - 0006529,Online,WARE-MKL1006,3/10/2020,7/2/2020,7/29/2020,8/1/2020,USD,Frank Brown,Weimei Corp,Salt Lake City,Northeast,Utah,UT,Audio,2,"0,15","991,6","644,54"
SO - 0006530,Online,WARE-UHY1004,3/10/2020,7/2/2020,7/19/2020,7/20/2020,USD,Shawn Wallace,"Elorac, Corp",Amherst,South,New York,NY,Home Fragrances,2,"0,15","2244,5","1728,265"
SO - 0006531,In-Store,WARE-NBV1002,3/10/2020,7/2/2020,7/9/2020,7/18/2020,USD,Jerry Green,Prasco Group,Santa Clara,West,California,CA,Sculptures,2,"0,1","1172,5","621,425"
SO - 0006532,In-Store,WARE-PUJ1005,3/10/2020,7/2/2020,7/10/2020,7/11/2020,USD,Chris Armstrong,OHTA'S Corp,Tulsa,Northeast,Oklahoma,OK,Floor Lamps,4,"0,2","1782,2","1301,006"
SO - 0006533,In-Store,WARE-NMK1003,3/10/2020,7/2/2020,7/11/2020,7/17/2020,USD,Stephen Payne,Sundial ,Worth (Township),South,Illinois,IL,TV and video,3,"0,075","6378,4","4783,8"
SO - 0006534,In-Store,WARE-XYS1001,3/10/2020,7/2/2020,7/7/2020,7/14/2020,USD,Carl Nguyen,U.S. Ltd,Birmingham,Midwest,Alabama,AL,Festive,6,"0,05","5152,3","3709,656"
SO - 0006535,Online,WARE-PUJ1005,3/10/2020,7/2/2020,7/14/2020,7/20/2020,USD,Anthony Torres,Select ,Akron,West,Ohio,OH,Wreaths,4,"0,075","1286,4","514,56"
SO - 0006536,Distributor,WARE-XYS1001,3/10/2020,7/3/2020,7/24/2020,7/29/2020,USD,Roy Rice,21st Ltd,Glendale,Midwest,Arizona,AZ,Pillows,5,"0,05","1085,4","662,094"
SO - 0006537,Distributor,WARE-NMK1003,3/10/2020,7/3/2020,7/21/2020,7/30/2020,USD,Roy Rice,New Ltd,Hialeah,Midwest,Florida,FL,Rugs,5,"0,1","1105,5","928,62"
SO - 0006538,In-Store,WARE-XYS1001,3/10/2020,7/3/2020,7/13/2020,7/14/2020,USD,Keith Griffin,Qualitest ,Phoenix,Northeast,Arizona,AZ,Ornaments,1,"0,1","1098,8","450,508"
SO - 0006539,Online,WARE-NBV1002,3/10/2020,7/3/2020,7/18/2020,7/19/2020,USD,Anthony Torres,New Ltd,Visalia,West,California,CA,Table Lamps,2,"0,05","730,3","481,998"
SO - 0006540,In-Store,WARE-XYS1001,3/10/2020,7/3/2020,7/11/2020,7/19/2020,USD,Joshua Ryan,Eminence Corp,Murrieta,Midwest,California,CA,Basketball,4,"0,075","1058,6","624,574"
SO - 0006541,In-Store,WARE-UHY1004,3/10/2020,7/3/2020,7/5/2020,7/12/2020,USD,Jonathan Hawkins,Eminence Corp,Cambridge,West,Massachusetts,MA,Bean Bags,8,"0,05","1078,7","658,007"
SO - 0006542,In-Store,WARE-PUJ1005,3/10/2020,7/3/2020,7/5/2020,7/11/2020,USD,George Lewis,Select ,Amarillo,West,Texas,TX,Dinnerware,5,"0,05","1882,7","1487,333"
SO - 0006543,In-Store,WARE-UHY1004,3/10/2020,7/4/2020,8/1/2020,8/11/2020,USD,Jonathan Hawkins,Winthrop ,Metairie,West,Louisiana,LA,Candles,3,"0,05","757,1","499,686"
SO - 0006544,Wholesale,WARE-NBV1002,3/10/2020,7/4/2020,7/8/2020,7/11/2020,USD,Patrick Graham,Rochester Ltd,Simi Valley,South,California,CA,Candles,3,"0,15",5159,"2785,86"
SO - 0006545,In-Store,WARE-NMK1003,3/10/2020,7/4/2020,7/27/2020,7/31/2020,USD,Joshua Ryan,Linde ,Center,Midwest,Indiana,IN,Festive,6,"0,1","3939,6","2087,988"
SO - 0006546,Online,WARE-PUJ1005,3/10/2020,7/4/2020,7/24/2020,7/31/2020,USD,Roger Alexander,New Ltd,Portland,Midwest,Oregon,OR,Festive,3,"0,1","2438,8","975,52"
SO - 0006547,In-Store,WARE-UHY1004,3/10/2020,7/4/2020,7/28/2020,7/31/2020,USD,Joshua Little,Select ,Newark,South,New Jersey,NJ,Serveware,4,"0,15","1051,9","557,507"
SO - 0006548,In-Store,WARE-NBV1002,3/10/2020,7/4/2020,7/30/2020,8/4/2020,USD,Joshua Little,Avon Corp,San Diego,South,California,CA,Table Linens,1,"0,4","180,9","148,338"
SO - 0006549,In-Store,WARE-PUJ1005,3/10/2020,7/4/2020,7/30/2020,8/4/2020,USD,Joshua Bennett,"Exact-Rx, Corp",Grand Prairie,Northeast,Texas,TX,Dinnerware,7,"0,075",5762,"3514,82"
SO - 0006550,Wholesale,WARE-MKL1006,3/10/2020,7/4/2020,7/25/2020,8/1/2020,USD,Donald Reynolds,Eminence Corp,Bellevue,South,Washington,WA,Rugs,5,"0,075","2365,1","1702,872"
SO - 0006551,In-Store,WARE-NMK1003,3/10/2020,7/4/2020,7/21/2020,7/31/2020,USD,Adam Hernandez,Burt's Corp,Boise City,Northeast,Idaho,ID,Accessories,6,"0,075","1105,5","884,4"
SO - 0006552,In-Store,WARE-NMK1003,3/10/2020,7/4/2020,7/25/2020,7/27/2020,USD,Shawn Cook,New Ltd,West Palm Beach,Midwest,Florida,FL,Table Lamps,4,"0,2","6123,8","3306,852"
SO - 0006553,Online,WARE-NMK1003,3/10/2020,7/4/2020,7/22/2020,7/24/2020,USD,Todd Roberts,Ohio ,Jacksonville,West,Florida,FL,Table Linens,2,"0,075","998,3","469,201"
SO - 0006554,Wholesale,WARE-PUJ1005,3/10/2020,7/4/2020,7/25/2020,8/4/2020,USD,Shawn Torres,"3LAB, Ltd",Philadelphia,Northeast,Pennsylvania,PA,Outdoor Decor,3,"0,05","2224,4","1267,908"
SO - 0006555,In-Store,WARE-UHY1004,3/10/2020,7/4/2020,7/28/2020,7/29/2020,USD,Adam Hernandez,Sundial ,Lowell,Northeast,Massachusetts,MA,Vanities,4,"0,3","3939,6","3269,868"
SO - 0006556,In-Store,WARE-NBV1002,3/10/2020,7/5/2020,8/1/2020,8/5/2020,USD,George Lewis,Uriel Group,Temecula,West,California,CA,Dining Furniture,8,"0,05",871,"418,08"
SO - 0006557,Online,WARE-XYS1001,3/10/2020,7/5/2020,7/10/2020,7/16/2020,USD,Todd Roberts,Sundial ,El Monte,West,California,CA,Platters,7,"0,1","817,4","514,962"
SO - 0006558,Distributor,WARE-MKL1006,3/10/2020,7/5/2020,7/23/2020,7/29/2020,USD,Douglas Tucker,Trigen ,Salt Lake City,Midwest,Utah,UT,Cocktail Glasses,6,"0,05","1132,3","781,287"
SO - 0006559,In-Store,WARE-NBV1002,3/10/2020,7/5/2020,7/23/2020,7/26/2020,USD,Jerry Green,"Fenwal, Corp",Santa Rosa,West,California,CA,Wine Storage,2,"0,1","1118,9","615,395"
SO - 0006560,In-Store,WARE-NMK1003,3/10/2020,7/5/2020,7/19/2020,7/20/2020,USD,Carl Nguyen,"Elorac, Corp",Gainesville,Midwest,Florida,FL,Collectibles,6,"0,2","911,2","637,84"
SO - 0006561,In-Store,WARE-PUJ1005,3/10/2020,7/5/2020,7/12/2020,7/17/2020,USD,Joshua Ryan,"Fenwal, Corp",Laredo,Midwest,Texas,TX,Platters,6,"0,15",1005,"613,05"
SO - 0006562,Distributor,WARE-NMK1003,3/10/2020,7/5/2020,7/9/2020,7/16/2020,USD,Douglas Tucker,Medsep Group,Joliet,Midwest,Illinois,IL,Wardrobes,7,"0,05","3845,8","2961,266"
SO - 0006563,Online,WARE-NMK1003,3/10/2020,7/6/2020,7/24/2020,8/2/2020,USD,Anthony Berry,Uriel Group,Westminster,West,Colorado,CO,Collectibles,3,"0,05","2572,8","1054,848"
SO - 0006564,Distributor,WARE-PUJ1005,3/10/2020,7/6/2020,7/13/2020,7/18/2020,USD,Samuel Fowler,Bare ,Hempstead (Town),Midwest,New York,NY,Collectibles,4,"0,1","2626,4","1339,464"
SO - 0006565,Online,WARE-NBV1002,3/10/2020,7/6/2020,7/14/2020,7/16/2020,USD,Paul Holmes,Victory Ltd,Victorville,Midwest,California,CA,Bakeware,7,"0,2","3926,2","3140,96"
SO - 0006566,In-Store,WARE-XYS1001,3/10/2020,7/6/2020,7/19/2020,7/27/2020,USD,Stephen Payne,Ei ,Glendale,South,California,CA,Photo Frames,3,"0,2","194,3","102,979"
